Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Eden Radiance,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eden-radiance-madurdaha-kolkata-south-1274-sq-ft-spid-T81510361,3 BHK Flat,77.71 Lac,"1,274 sqft",Super Built-up Area,"6,476 /sqft","Madurdaha, EM Bypass, Kolkata South","Top Floor
Close to Metro Station
+2","Covered car parking (01 no ), lift, gated security, generator available",T81510361,"Eden Radiance, Madurdaha, EM Bypass, Kolkata South",Eden Radiance,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage']","['Ahallya Nagar', 'Rupdasi Market, Madurdaha', 'Daspara Bazar, Subrata Rd', 'Modern Public High School, Kissan Market']","['Park/Garden,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 2 Floors,5 to 10 Year Old,
Angel Residency,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rk-pally-kolkata-south-970-sq-ft-spid-K82542172,2 BHK Flat,38 Lac,970 sqft,Super Built-up Area,"3,917 /sqft","RK Pally, Narendrapur",,"We are the proud owners of this 2 bhk apartment available in west bengal Angel residency, em bypass, kolkata south. This it is a and the unit is located on 2nd floor and has a super built-Up area of 970 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type. This is located just opposite to sbi narendrapur branch.",K82542172,"Angel Residency, RK Pally, Narendrapur",,,"['3 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '4 Light', '1 Modular Kitchen', '1 Chimney']","['Maintenance Staff', 'Water Storage', 'Park']","['Kali temple', 'Kalpana Maternity and Nursing Home South 24 Parganas', 'Government Hospital', 'Satyarani Memorial Nursing Home And Diagnostic Centre']",['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 3 Floors,10+ Year Old,
Bali Twin,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bali-twin-bosepukur-kolkata-south-1490-sq-ft-spid-C81929048,3 BHK Flat,1.1 Cr,"1,490 sqft",Super Built-up Area,"7,382 /sqft","Bosepukur, Kasba","Close to Market
Close to School
+2","150 metre from rashbehari connector, (Just 150 metre from bosepukur durga puja ), just next to bosepukur baazar, inbetween ruby more, 3 side open flat with lots of light and air which is pretty hard to find in flats.",C81929048,"Bali Tw, Bosepukur, Kasba",,,['1 Wardrobe'],"['Lift(s)', 'Maintenance Staff', 'Water Storage']","['Radha Krishna Temple', 'Battala Sitala Mandir', 'Sitala Mandir-Bondel Road', 'Shani Temple', 'Hari Sava.Lord Krishna Temple']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 3 Floors,10+ Year Old,South
"Balaji Apartment, Rahara",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-khardah-kolkata-north-592-sq-ft-spid-X82289804,2 BHK Flat,25 Lac,592 sqft,Super Built-up Area,"6,738 /sqft","Khardah, BT Road","Ground Floor
Fresh Construction","Regent park is one of the most popular destination for buying apartments/ flats in rahara, khardaha. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is over 592 sq.Ft. Super built up area and comes with 2 bedroom(s), 1 bathroom and 1 balcony. The flat has a total of 4 floors and this property is situated on ground floor. This is a ready to move project and the...",X82289804,"Balaji Apartment, Rahara, Khardah, BT Road",,,[],['Lift(s)'],"['Jora Sib Mondir', 'Sri Jagannath Mandir', 'Sankara Jyoti Eye Institute', 'Sree Balaram Seva Mandir State General Hospital']",[],2 Bedrooms,1 Bathroom,1 Balcony,,Ground of 4 Floors,0 to 1 Year Old,
Modello Highs,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-modello-highs-em-bypass-kolkata-south-1118-sq-ft-spid-M81816166,2 BHK Flat,90 Lac,"1,118 sqft",Super Built-up Area,"8,050 /sqft","EM Bypass, Kolkata South","East Facing
Close to Metro Station
+2","Well maintained complex, ready to move, on extended bypass,",M81816166,"Modello Highs, EM Bypass, Kolkata South",Modello Highs,,[],"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Netaji metro station', 'South City Mall', 'St. John Bosco School', 'Jadavpur University', 'Remedy Hospital', 'IRIS MULTISPECIALITY HOSPITAL']",[],2 Bedrooms,2 Bathrooms,No Balcony,Pooja Room,2nd   of 17 Floors,1 to 5 Year Old,East
EGV Apartment Owner's Association,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-action-area-3-kolkata-east-1809-sq-ft-spid-K83326778,3 BHK Flat,1.25 Cr,"1,809 sqft",Super Built-up Area,"9,600 /sqft","Action Area 3, Kolkata",,"Partly furnished. In elita garden vista opp sapoorji complex, bus stand,overlooking vast grenfields, serene environment.Nearby market, schools,, bank, restaurant, spencers and other shopping, salon and eating joint Facilities. College, hospitals , temple , metro just few kilometres property is vaastu compliant.New infosys complex is in the making. Tower with common area being taken up for renov...",K83326778,"EGV Apartment Owner's Association, Action Area 3, Kolkata",,,"['5 Fan', '1 Geyser', '12 Light', '1 Modular Kitchen', '1 Chimney']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['State bank of india ATM', 'Axis bank ATM', 'Belle Vue Hospital', 'Global Healthcare System', 'Apollo Pharmacy', 'DLF IT Park']","['Main Road,Others']",3 Bedrooms,3 Bathrooms,2 Balconies,,25th   of 29 Floors,5 to 10 Year Old,North-East
Sureka Sunrise Symphony,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sureka-sunrise-symphony-new-town-kolkata-east-3390-sq-ft-spid-Q82795940,4 BHK Flat,3.2 Cr,"3,390 sqft",Built-up Area,"9,439 /sqft","New Town, Kolkata",Gated Society,"It is a pant house with 17th & 18th floors, double entry/exit doors on both the floors,with spacious terrace and double height drawing room. Total built up area: 3390 sft, 17 and 18th floors, 2 entrances one each at 17th & 18th floor, building height: Basement+g+18 floors, 2 covered car paring at basement, double height building reception lobby with visitors waiting area and security with inter...",Q82795940,"Sureka Sunrise Symphony, New Town, Kolkata",Sureka Sunrise Symphony,,"['5 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '88 Light', '9 AC', '1 Modular Kitchen', '1 Chimney', '2 Bed', '2 Wardrobe', '1 Sofa']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']","['City Centre New Town', 'Rajarhat Sikshaniketan', 'Amity University Kolkata', 'Apollo Multispeciality Hospitals', 'Netaji Subhash Chandra Bose Int Airport']",['Park/Garden'],4 Bedrooms,4 Bathrooms,1 Balcony,"Servant Room,Pooja Room",17th   of 18 Floors,10+ Year Old,West
Hiland Greens,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiland-greens-maheshtala-kolkata-south-740-sq-ft-spid-C81771812,2 BHK Flat,26 Lac,740 sqft,Built-up Area,"3,783 /sqft","Maheshtala, Kolkata",,"Looking for a 2 bhk property for sale in kolkata south? Buy this 2 bhk flat in hiland greens that is situated in maheshtala, kolkata south. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a built up area of 740 sq.Ft. The residential building has 9 floors in total and the flat for sale is located on the top floor. As the project ...",C81771812,"Hiland Greens, Maheshtala, Kolkata",Hiland Greens,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",[],[],2 Bedrooms,2 Bathrooms,1 Balcony,,9th   of 14 Floors,1 to 5 Year Old,
Unique Woods,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unique-woods-salua-kolkata-east-1250-sq-ft-spid-M83137304,3 BHK Flat,55 Lac,"1,250 sqft",Super Built-up Area,"4,400 /sqft","Salua, New Town",Ceramic Flooring,"This ready to move 3 bhk apartment/flat in the unique wood complex at mondol para, salua (Near chinar park crossing and city centre 2 ) is available for sale. The apartment occupies a super built up area of 1250 sq. Ft. And consists of 3 bedrooms, 2 bathrooms and 1 balcony. The car parking area in the ground floor is around 135 sq ft. Which is included in quoted sales price. So cost per sq ft i...",M83137304,"Unique Woods, Salua, New Town",Unique Woods,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Visitor Parking']","['Kali mandir', 'Kali Temple', 'Manasha Mandir', 'Shitala Mandir', 'Kali Mandir', 'Dharmaraj Temple', 'State bank of india ATM']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 5 Floors,1 to 5 Year Old,South-East
Tolly Residency,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tolly-residency-bansdroni-kolkata-south-958-sq-ft-spid-R82653604,2 BHK Flat,80 Lac,958 sqft,Super Built-up Area,"8,350 /sqft","Bansdroni, Kolkata",Furnished,"This is a gated and secure society, one of the most reputed society in this area. The property is 3-4 min walk from metro, all amenities (Bank, hospital, school, market etc. Are nearby at walking distance",R82653604,"Tolly Residency, Bansdroni, Kolkata",,,"['1 Water Purifier', '5 Fan', '1 Exhaust Fan', '1 Dining Table', '16 Light', '2 AC', '1 Modular Kitchen', '1 Curtains', '3 Bed', '3 Wardrobe', '1 Sofa']","['Intercom Facility', 'Lift(s)', 'Water purifier', 'Water Storage', 'Recently Renovated', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['Netaji metro station', 'Sitala Temple', 'Sri Sri 108 Doyal Baba Asram', 'Sree Guru Sangha Main Gate', 'Brahmapur Badamtala Jame Masjid']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,10+ Year Old,South-East
megha cooperative society,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-3-salt-lake-kolkata-east-1200-sq-ft-spid-H82356346,3 BHK Flat,1.35 Cr,"1,200 sqft",Carpet Area,"11,250 /sqft","Sector 3 Salt Lake, Kolkata",,The property is located on the main road . It is200 mt from manipal hospital and adjacent to saltlake stadium gate no 2 tennis court and sport authority of india is within 200 meters market place is nearby. Inclusive of 1 parking,H82356346,"megha cooperative society, Sector 3 Salt Lake, Kolkata",,,[],[],[],[],3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,10+ Year Old,
Windsor Heights,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-windsor-heights-em-bypass-kolkata-south-1665-sq-ft-spid-I82414648,3 BHK Flat,1.07 Cr,"1,665 sqft",Super Built-up Area,"6,426 /sqft","EM Bypass, Kolkata South","Gated Society
Corner Property
+2","Resale property, ready to move flat. All mordan amenities ar available here. Getad society ,bang on bypass.",I82414648,"Wdsor Heights, EM Bypass, Kolkata South",Windsor Heights,,"['1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 Chimney', '1 Modular Kitchen']","['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Shahid Khudiram', 'Big Bazaar', 'Multiplex', 'Vegetable market', 'Peerless', 'Dum Dum', ""Children's park 2""]","['Pool,Club,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,7th   of 11 Floors,5 to 10 Year Old,South-East
chowringhee house,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-park-street-kolkata-central-1116-sq-ft-spid-J80612711,2 BHK Flat,1.25 Cr,"1,116 sqft",Super Built-up Area,"12,886 /sqft","Park Street, Kolkata",,Location is on the main road.Back side of indian museum waking distance park street metro station transport every time available open car parking is chargeable.One balcony 2 rooms attached 2.Bathroom with rooms 24 hours water one dressing room,J80612711,"chowrghee house, Park Street, Kolkata",,,"['1 Wardrobe', '1 Water Purifier', '5 Fan', '1 Geyser', '44 Light', '1 Chimney']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",[],[],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,5 to 10 Year Old,South
Unimark Riviera,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unimark-riviera-uttarpara-hooghly-1450-sq-ft-r2-spid-A75413123,3 BHK Flat,90 Lac,"1,450 sqft",Built-up Area,"8,181 /sqft","Uttarpara, Hooghly","Fresh Construction
Overlooking Park/Garden
+2","It's a river view project, you can see river from balcony and bedroom as well",A75413123,"Unimark Riviera, Uttarpara, Hooghly",Unimark Riviera,,"['1 Bed', '3 Wardrobe', '3 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '15 Light', '1 Modular Kitchen', '1 Chimney']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",[],"['Pool,Park/Garden,Main Road,Club']",3 Bedrooms,2 Bathrooms,2 Balconies,,3rd   of 11 Floors,0 to 1 Year Old,South-East
NESTLING Co-op Housing Society Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-action-area-3-kolkata-east-1337-sq-ft-spid-Y83024024,3 BHK Flat,60 Lac,"1,337 sqft",Super Built-up Area,"4,487 /sqft","Action Area 3, Kolkata","North-East Facing
Corner Property
+1","The flat is spacious, airy, open on 3 sides, corner plot with wide roads on north and east sides, in a peaceful locality, amidst vast greenery, all branded materials used in a well-Maintained building with caretaker. A must choice for living in total serenity.",Y83024024,"NESTLING Co-op Housg Society Ltd, Action Area 3, Kolkata",,,"['7 Light', '1 Modular Kitchen']","['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Waste Disposal']","['State bank of india ATM', 'Axis bank ATM', 'Belle Vue Hospital', 'Global Healthcare System', 'Apollo Pharmacy', 'DLF IT Park']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,1 to 5 Year Old,North-East
Shubham Apartments,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-alipore-kolkata-south-1345-sq-ft-spid-C83376688,3 BHK Flat,1.2 Cr,"1,345 sqft",Carpet Area,"8,921 /sqft","Alipore, Kolkata","Recently Renovated
Gated Society
+2","Spacious 3 bhk apartment with marble flooring, separate verandah, separate mandir, separate store room, well maintained and fully furnished. All electricals and all required amenities like a/c, geyser, fridge, oven etc. Ready to move in. One open car park.",C83376688,"Shubham Apartments, Alipore, Kolkata",,,"['5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '20 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '3 Wardrobe', '1 Sofa']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Club house / Community Center']",[],[],3 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Store Room",2nd   of 5 Floors,10+ Year Old,
Gennexx Joka,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gennexx-joka-behala-kolkata-south-1120-sq-ft-spid-Y81502491,3 BHK Flat,49 Lac,"1,120 sqft",Carpet Area,"4,375 /sqft","Behala, Kolkata",,"Freshly painted and ready to move in, all lights and fans in place",Y81502491,"Gennexx Joka, Behala, Kolkata",,,[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']","['Behala Market', 'Laxmi Narayan Mandir', 'Jagannath Temple', 'Kali Temple', 'Sitala Mandir', 'Hari Sabha', 'Shibaloy']",['Others'],3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 3 Floors,10+ Year Old,North
SD Rittika Residency,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sd-rittika-residency-rajarhat-kolkata-east-809-sq-ft-r4-spid-W54821976,2 BHK Flat,28 Lac,809 sqft,Super Built-up Area,"3,461 /sqft","Rajarhat, Kolkata",,Society is very well maintained. Close to road. All shops are on the ground floor. South east open. Additional details : Covered car parking is available for 4 lacs extra. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is available. There is also a separate washroom for domestic help. The socie...,W54821976,"SD Rittika Residency, Rajarhat, Kolkata",SD Rittika Residency,,[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']","['Kali mandir', 'Manasha Mandir', 'Kali Mandir', 'Kali Temple', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']",['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,Study Room,4th   of 5 Floors,5 to 10 Year Old,South-East
Pratapaditya Road,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-pratapaditya-kolkata-south-1700-sq-ft-spid-N82290024,4 BHK Flat,2.03 Cr,"1,700 sqft",Built-up Area,"11,941 /sqft","Pratapaditya, Sarat Bose Road",East Facing,G+4 storied building 4 bedrooms + 3 bathrooms + 1 kitchen + 1 balcony + big hall with marble flooring + with lift The main door is east-Facing The property is on the main road facing Loan-Free property 1 covered car parking Pure residential ambience in a quiet and calm environment Stone's throw distance from kalighat metro station Schools & hospital at a walking distance All taxes are paid up t...,N82290024,"Pratapaditya Road, Pratapaditya, Sarat Bose Road",,,[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal']","['Kalighat metro station', 'Rabindra sarobar metro station', 'Lake Kalibari', 'Dhanalakshimi bank ATM', 'State bank of india ATM']",['Main Road'],4 Bedrooms,3 Bathrooms,1 Balcony,,2nd   of 4 Floors,10+ Year Old,East
Urbana,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-urbana-em-bypass-kolkata-south-2550-sq-ft-spid-B77043717,3 BHK Flat,4.1 Cr,"2,550 sqft",Super Built-up Area,"16,078 /sqft","EM Bypass, Kolkata South",,"This 3 bhk apartment is available for sale in urbana tower 8, one of the most prominent projects for flats in em bypass, kolkata south. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 2557 sq.Ft. The flat has a total of 45 floors and this property is situated on 4th floor. This residential property is s...",B77043717,"Urbana, EM Bypass, Kolkata South",Urbana,,[],"['Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']","['Kavi Sukanta Metro Station', 'Acropolis Mall', 'Calcutta International School', 'Jadavpur University', 'Amri Hospital, JC Block']",[],3 Bedrooms,3 Bathrooms,2 Balconies,,4th   of 45 Floors,Dec 2026,
Om Tower,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-om-tower-behala-kolkata-south-567-sq-ft-spid-O82563662,1 BHK Flat,22 Lac,567 sqft,Built-up Area,"3,880 /sqft","Behala, Kolkata",,"24x7 manned security, power backup, lift, common terrace accessible to all residents, childrens play area within the gated premises, low-Density living with just 3 g+4 storied blocks in a friendly neighborhood. This lovely 1 bhk apartment/flat in behala is available for sale in one of kolkata south's most popular projects, om tower. The flat is over 567 sq.Ft. Built up area and comes with 1 bed...",O82563662,"Om Tower, Behala, Kolkata",,,[],"['Park', 'Visitor Parking']","['Behala Market', 'Laxmi Narayan Mandir', 'Jagannath Temple', 'Kali Temple', 'Sitala Mandir', 'Hari Sabha', 'Shibaloy']",[],1 Bedroom,1 Bathroom,1 Balcony,,3rd   of 4 Floors,10+ Year Old,
Alcove New Kolkata Prayag,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-alcove-new-kolkata-prayag-serampore-hooghly-632-sq-ft-spid-N81486465,2 BHK Flat,46 Lac,632 sqft,Carpet Area,"7,278 /sqft","Serampore, Hooghly","Close to School
Swimming Pool Available
+2",It's a 2bhk flat with a picturesque river view from all two bed rooms..With car parking and one two wheeler parking space..,N81486465,"Alcove New Kolkata Prayag, Serampore, Hooghly",Alcove New Kolkata Prayag,,"['2 Wardrobe', '3 Fan', '1 Exhaust Fan', '8 Light', '1 Modular Kitchen', '1 Chimney']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",[],"['Pool,Park/Garden,Club,Main Road,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,,9th   of 22 Floors,1 to 5 Year Old,South
Nirala Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-nirala-apartment-boral-kolkata-south-500-sq-ft-spid-E79454821,2 BHK Flat,18 Lac,500 sqft,Carpet Area,"3,600 /sqft","Boral, Kolkata","Ground Floor
Gated Society
+1","My property is ground floor of 500 sq.Ft. Super built- Up area. 2bhk, one balcony. Near boral main road. It has 24 hours securities with cctv cameras installed. Club rooms. 24 hour water supply. Association is present.",E79454821,"Nirala Apartment, Boral, Kolkata",Nirala Apartment,,[],"['Security / Fire Alarm', 'Maintenance Staff']","['Kavi nazrul metro station', 'Shahid khudiram metro station', 'Sitala mandir', 'Gosto Mandir', 'Brahmapur Badamtala Jame Masjid']",['Main Road'],2 Bedrooms,1 Bathroom,1 Balcony,,Ground of 4 Floors,10+ Year Old,North-West
"Udayan Housing Complex ,Pratapgarh,Garia Main Road",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pratapgarh-kolkata-south-1050-sq-ft-spid-O83079236,2 BHK Flat,35 Lac,"1,050 sqft",Super Built-up Area,"5,000 /sqft","Pratapgarh, Garia",Ground Floor,"Independent 2 bhk, one toilet, side corridor, ground floor of a stand alone 3 storied building within a housing complex in pollution free quiet ambience beside garia main road, opposite b d m international school, em bypass within 200 m, kavi najrul metro station 1.5 km, Sale price :Rs 35 lakhs (Interested buyers are requested to send sms)",O83079236,"Udayan Housg Complex ,Pratapgarh,Garia Ma Road, Pratapgarh, Garia",,,"['6 Wardrobe', '3 Light']",[],"['Shahid khudiram metro station', 'Kavi nazrul metro station', 'Sitala mandir', 'Gosto Mandir', 'Maa kali temple garia dhalua']",[],2 Bedrooms,1 Bathroom,1 Balcony,,Ground of 3 Floors,10+ Year Old,
Kunjaban Apartments,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kunjaban-apartments-bara-nagar-kolkata-north-897-sq-ft-spid-D80564177,2 BHK Flat,42 Lac,897 sqft,Super Built-up Area,"4,682 /sqft","Bara Nagar, Kolkata","Top Floor
Fitness Center/ Gym
+2","I have a 2bhk flat with 1drawing dining,2 bathroom ,1kitchen,1 balcony, with 865 sq feet area. It is situated in baranagar, kunjaban complex, with gym, community hall, 24hrs security, and lift facility. Two bedroom includes ac, two bathroom are well connected with geyser in running condition, two loft and one wall almirah of wooden, so the flat is furnished almost It is well connected to dakshi...",D80564177,"Kunjaban Apartments, Bara Nagar, Kolkata",Kunjaban Apartments,,"['2 Wardrobe', '3 Fan', '1 Geyser', '8 Light', '2 AC']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']","['Saraju Nursing Home', 'Astha Medical Services Pvt Ltd', 'New Saraju Nursing Home', 'Critical and Trauma Care Hospital']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 5 Floors,5 to 10 Year Old,
Bengal Peerless Avidipta Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bengal-peerless-avidipta-phase-2-mukundapur-kolkata-south-1677-sq-ft-spid-X80818241,3 BHK Flat,2.4 Cr,"1,677 sqft",Super Built-up Area,"21,305 /sqft","Mukundapur, Kolkata","East Facing
Fresh Construction",Not interior yet. You can build whatever you want. One servant room.,X80818241,"Bengal Peerless Avidipta Phase 2, Mukundapur, Kolkata",Bengal Peerless Avidipta Phase 2,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Jyotirindra Nandi Metro Station', 'Metropolis Mall', 'EM Bypass', 'Birla High School', 'Sammilani Mahavidyalaya', 'Rabindra Bharati University']",['Main Road'],3 Bedrooms,3 Bathrooms,1 Balcony,Servant Room,43   of 46 Floors,0 to 1 Year Old,East
bose villa,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sk-deb-road-kolkata-north-987-sq-ft-spid-R80899317,2 BHK Flat,45 Lac,987 sqft,Super Built-up Area,"4,559 /sqft","SK Deb Road, South Dumdum","Overlooking Main Road
Close to Airport
+2",1) 5 mins walking distance from vip road and laketown clock tower 2) both room and balcony south facing 3) 3 side open with no upcoming construction 4) large drawing and kitchen area 5) only one flat per floor 6) lift available 7) cc under process 8) only 2 years oldbrand new property,R80899317,"bose villa, SK Deb Road, South Dumdum",,,[],['Lift(s)'],"['Belgachia metro station', 'City Centre 1', 'The Church of Jesus Christ of Latter-day Saints', 'Sbi ATM', 'State bank of india ATM']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 5 Floors,0 to 1 Year Old,South
