Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Godrej Se7en Retail,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-se7en-retail-joka-kolkata-south-1215-sq-ft-spid-E81915552,3 BHK Flat,80 Lac,"1,215 sqft",Super Built-up Area,"6,584 /sqft","Joka, Kolkata South","Close to Metro Station
Close to School
+2","The apartment is completely new with high quality materials. The flat is well ventilated and airy with covered multilevel car parking. The design and layout of the apartment have been carefully designed and the high ceilings, and taking advantage of each of the spaces and light giving the floor a feeling of spaciousness and greatness. This completely new apartment, consists of a nice and bright...",E81915552,"Godrej Se7en Retail, Joka, Kolkata South",,,[],"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Security Personnel', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Bharat Sevashram Sangha Hospital', 'Searight Hospital and Welfare Society', 'Kasturi Medical Centre Pvt Ltd', 'Gay-Land Nursing Home']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,6th   of 11 Floors,1 to 5 Year Old,
Hiland Prinsep,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiland-prinsep-maheshtala-kolkata-south-1790-sq-ft-spid-E80216767,3 BHK Flat,80 Lac,"1,790 sqft",Super Built-up Area,"4,748 /sqft","Maheshtala, Kolkata",,"Facing the river ganges, panoramic view from front and back, from living room and all three bed rooms. Additional details : Modular kitchen, 4 new air conditioners , living room , dining room and 1 bedroom fully furnished, two bedroom partly furnished. The society has dedicated security guards for every tower. There is also a separate washroom for domestic help. Full power backup is available. ...",E80216767,"Hiland Prsep, Maheshtala, Kolkata",Hiland Prinsep,,"['1 Wardrobe', '1 Fan', '1 Light', '1 Modular Kitchen']","['Intercom Facility', 'Maintenance Staff', 'Visitor Parking']","['kali mandir', 'ESI Hospital', 'Sarangabad School', 'Nangi railway station']",[],3 Bedrooms,3 Bathrooms,3 Balconies,,8th   of 28 Floors,1 to 5 Year Old,South-East
Tirath Apartment,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tirath-apartment-chinar-park-kolkata-east-1353-sq-ft-r2-spid-X77331421,3 BHK Flat,75 Lac,"1,353 sqft",Carpet Area,"5,543 /sqft","Char Park, Kolkata",,Flat is situated in the centre of all sorts of amenities and on main road. Flat is suth east facing and on 1st floor. Power back up and water filter is available in the complex.,X77331421,"Tirath Apartment, Char Park, Kolkata",,,"['1 Wardrobe', '5 Fan', '1 Exhaust Fan', '6 Light']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Shitala Mandir', 'State bank of india ATM', 'Axis bank ATM', 'Union bank of india ATM', 'Bank of baroda ATM', 'Hdfc bank ATM']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 5 Floors,1 to 5 Year Old,South-East
Silver Queen Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-chinsurah-hooghly-840-sq-ft-r1-spid-Y80484301,2 BHK Flat,25 Lac,840 sqft,Carpet Area,"2,976 /sqft","Chsurah, Hooghly","East Facing
Top Floor
+2","The property has the best location as it well connected with trasport facilities to railway station, local auto stand. Hospital, banks, markets, police station are all in vicinity.",Y80484301,"Silver Queen Apartment , Chsurah, Hooghly",,,[],"['Recently Renovated', 'Natural Light', 'Airy Rooms']",[],['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 3 Floors,10+ Year Old,East
purshotam apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dum-dum-kolkata-north-900-sq-ft-r1-spid-G79809673,2 BHK Flat,30 Lac,900 sqft,Super Built-up Area,"3,333 /sqft","Dum Dum, Kolkata",,"We are the proud owners of this 2 bhk apartment available in purshotam apartment, dum dum, kolkata north. This it is a and the unit is located on 3rd floor and has a super built-Up area of 900 sq.Ft. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.",G79809673,"purshotam apartment, Dum Dum, Kolkata",,,[],[],"['Shitala Mandir', 'Mother Teresa Church', 'Lichubagan Radha Krishna Temple', 'Axis bank ATM', 'State bank of india ATM']",[],2 Bedrooms,1 Bathroom,1 Balcony,,3rd   of 4 Floors,5 to 10 Year Old,
Riya Gitanjali,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-riya-gitanjali-barrackpore-kolkata-north-1274-sq-ft-spid-D82371568,3 BHK Flat,54 Lac,"1,274 sqft",Super Built-up Area,"4,238 /sqft","Barrackpore, Kolkata","Private Garden
Recently Renovated
+2","Welcome to flat 7, 2e at riya gitanjali, an exquisite 2nd-Floor 3 bhk apartment offering 1274+ square feet of luxurious living space, located in the serene setting of barrackpore, kolkata. Superbuilt 1274 sq ft (With parking 1600 sq ft) Carpet area 900 sq ft Bedroom 3 Dining and drawing 1 Washroom 2 (1 attached, 1 common) Balconies 2 Open private terrace 1 (140 sq ft) Covered 2 wheeler parking ...",D82371568,"Riya Gitanjali, Barrackpore, Kolkata",Riya Gitanjali,,"['3 Bed', '3 Wardrobe', '1 Water Purifier', '3 Fan', '1 Fridge', '2 Geyser', '1 Washing Machine', '3 Light', '1 Modular Kitchen']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",[],"['Park/Garden,Pool']",3 Bedrooms,2 Bathrooms,2 Balconies,,2nd   of 4 Floors,1 to 5 Year Old,
Upohar The Condoville,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-upohar-the-condoville-garia-kolkata-south-2079-sq-ft-r1-spid-M78877627,3 BHK Flat,1.9 Cr,"2,079 sqft",Super Built-up Area,"12,666 /sqft","Garia, Kolkata",Gated Society,"Residential apartment This is your chance to a 3 bhk apartment / flat for sale in new garia kolkata . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 2 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has ...",M78877627,"Upohar The Condoville, Garia, Kolkata",,,[],"['Security / Fire Alarm', 'Lift(s)', 'Visitor Parking']","['Shahid khudiram metro station', 'Kavi subhash metro station', 'Kavi nazrul metro station', 'Sitala mandir', 'Maa kali temple garia dhalua']",[],3 Bedrooms,3 Bathrooms,2 Balconies,Servant Room,7th   of 18 Floors,10+ Year Old,
Hindusthan road Prasanti apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ballygunge-kolkata-south-1235-sq-ft-spid-T82541246,2 BHK Flat,1.4 Cr,"1,235 sqft",Super Built-up Area,"11,336 /sqft","Ballygunge, Kolkata",,"We are the proud owners of this 2 bhkb apartment available in hindusthan rd prasa apartment, ballygunge place, kolkata south. Thisi it is a and the kuniti is located on 2nd floor and has a super built-Up area of 1235 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.",T82541246,"Hdusthan road Prasanti apartment, Ballygunge, Kolkata",,,"['1 Sofa', '1 Stove']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Swimming Pool', 'Water Storage', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Spacious Interiors']","['Ice Skating Rink', 'Jyotirmoyee Radha Krishna Mandir', 'Sbi ATM', 'Hsbc ATM', 'Duncan Gleneagles Hospitals', 'Health Point Hospitals']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 5 Floors,1 to 5 Year Old,North
Loknath Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dakshin-jagatdal-kolkata-south-876-sq-ft-spid-Q83072116,2 BHK Flat,30 Lac,876 sqft,Super Built-up Area,"3,424 /sqft","Daksh Jagatdal, Narendrapur",,"This is a g+3 building with lift. Very well placed among greenery as well as nearby well-Established markets and national banks. The area is well connected by public transport, and good schools are nearby.",Q83072116,"Loknath Apartment, Daksh Jagatdal, Narendrapur",,,[],['Lift(s)'],"['Government Hospital', 'Sarada Vidyapith', 'Subhas gram railway station']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 3 Floors,0 to 1 Year Old,
Silver Oak Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-silver-oak-estate-bablatala-kolkata-north-1660-sq-ft-spid-Z81128629,3 BHK Flat,1.3 Cr,"1,660 sqft",Built-up Area,"7,831 /sqft","Bablatala, Rajarhat",Furnished,"Residential apartment This is your chance to a 3 bhk apartment / flat for sale in kalipark rajarhat . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 1 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has ...",Z81128629,"Silver Oak Estate, Bablatala, Rajarhat",,,"['3 Bed', '5 Wardrobe', '1 Water Purifier', '4 Fan', '1 Sofa', '1 Dining Table', '9 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Kali mandir', 'Manasha Mandir', 'Kali Temple', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']",[],3 Bedrooms,2 Bathrooms,1 Balcony,Servant Room,6th   of 12 Floors,5 to 10 Year Old,North
Rajwada Rosewood,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajwada-rosewood-narendrapur-kolkata-south-1010-sq-ft-spid-U83544290,2 BHK Flat,40 Lac,"1,010 sqft",Super Built-up Area,"3,762 /sqft","Narendrapur, Kolkata","North-East Facing
Gated Society","Rajwada rosewood is one of kolkata south's most sought after destination for apartments and this 2 bhk flat in narendrapur is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. The flat occupies a super built up area of 1010 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is sit...",U83544290,"Rajwada Rosewood, Narendrapur, Kolkata",Rajwada Rosewood,,[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",[],['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,North-East
Ankur Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ankur-apartment-baguiati-kolkata-north-780-sq-ft-r2-spid-X76226587,2 BHK Flat,30 Lac,780 sqft,Super Built-up Area,"3,846 /sqft","Baguiati, Kolkata",,"We are the proud owners of this 2 bhk apartment available in ankur apartment, baguiati, kolkata north. This it is a and the unit is located on ground floor and has a super built-Up area of 780 sq.Ft. . It has 1 bathroom(s). The ownership is freehold type.",X76226587,"Ankur Apartment, Baguiati, Kolkata",,,[],[],"['The Church of Jesus Christ of Latter-day Saints', 'Bank of baroda ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'Allahabad bank ATM']",[],2 Bedrooms,1 Bathroom,No Balcony,,Ground of 5 Floors,10+ Year Old,
Hiland Greens,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiland-greens-maheshtala-kolkata-south-712-sq-ft-spid-E83485226,2 BHK Flat,20 Lac,712 sqft,Built-up Area,"2,808 /sqft","Maheshtala, Kolkata","Fitness Center/ Gym
Club/ Community Center
+1","Looking for a 2 bhk property for sale in kolkata south? Buy this 2 bhk flat in hiland greens that is situated in maheshtala, kolkata south. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a built up area of 712 sq.Ft. The residential building has 14 floors in total and the flat for sale is located on the 4th floor. This is a ready to move project and the property is...",E83485226,"Hiland Greens, Maheshtala, Kolkata",Hiland Greens,,"['1 Fan', '1 Light', '1 Curtains']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['kali mandir', 'ESI Hospital', 'Sarangabad School', 'Nangi railway station', 'Budge budge railway station']",['Others'],2 Bedrooms,2 Bathrooms,1 Balcony,Study Room,11st   of 14 Floors,1 to 5 Year Old,East
Bluechip I Space,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bluechip-i-space-dum-dum-kolkata-north-1245-sq-ft-spid-B83419726,3 BHK Flat,80 Lac,"1,245 sqft",Super Built-up Area,"8,247 /sqft","Dum Dum, Kolkata","Fitness Center/ Gym
Club/ Community Center
+2","The flat is a south open and situated in a complex about 100 mts from dumdum central jail more on rbc road (Bus, auto, toto and rickshaws are available at the gate of the complex). The building was constructed 13 years ago and is a well maintained one with nearby schools, tulip nursing home, some polyclinics, markets and temple. The distance from nagerbazar market and bus terminal is 1.9 km, fr...",B83419726,"Bluechip I Space, Dum Dum, Kolkata",Bluechip I Space,,[],"['Security / Fire Alarm', 'Power Back-up', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Kali mandir', 'Manasha Mandir', 'Kali Mandir', 'Kali Temple', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']","['Pool,Park/Garden,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,10+ Year Old,South
kali pada Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-madhyamgram-kolkata-north-759-sq-ft-spid-E82400594,2 BHK Flat,23 Lac,759 sqft,Super Built-up Area,"4,013 /sqft","Madhyamgram, Kolkata","Ground Floor
Fresh Construction",Open park 12 feet road Lift available,E82400594,"kali pada Apartment , Madhyamgram, Kolkata",,,[],"['Lift(s)', 'Water Storage', 'Visitor Parking']",[],[],2 Bedrooms,2 Bathrooms,1 Balcony,,Ground of 3 Floors,0 to 1 Year Old,West
santragachi Ramtala,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jagacha-howrah-850-sq-ft-spid-S82419882,2 BHK Flat,38.25 Lac,850 sqft,Super Built-up Area,"4,500 /sqft","Jagacha, Howrah",,Best location property to purchase with every facility available.,S82419882,"santragachi Ramtala, Jagacha, Howrah",,,[],[],"['Shiv Mandir', 'Ram Mondir', 'Satsang Vihar', 'CGHS Dispensary Santragachi', 'Bankra Hospital', 'Bankra Central Nursing Home']",[],2 Bedrooms,2 Bathrooms,1 Balcony,Pooja Room,2nd   of 4 Floors,0 to 1 Year Old,
Realtech Maya,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-realtech-maya-rajarhat-kolkata-east-1057-sq-ft-spid-K82702034,3 BHK Flat,62 Lac,"1,057 sqft",Super Built-up Area,"5,865 /sqft","Rajarhat, Kolkata",,"Residential apartment this is your chance to a 3 bhk apartment flat for sale in realtech maya rajarhat kolkata . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 2 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural lig...",K82702034,"Realtech Maya, Rajarhat, Kolkata",Realtech Maya,,"['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '25 Light', '3 AC', '2 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'False Ceiling Lighting', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['Rekjoani Shitala Mandir', 'Kali Temple', 'Dharmaraj Temple', 'Kali Mandir', 'Mukherjee Barir Durgadalan', 'Rajarhat Police Station Kali Temple']",['Club'],3 Bedrooms,2 Bathrooms,2 Balconies,,2nd   of 4 Floors,5 to 10 Year Old,North-East
Eden Pearls,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eden-pearls-em-bypass-kolkata-south-1220-sq-ft-spid-L78831641,3 BHK Flat,65 Lac,"1,220 sqft",Super Built-up Area,"5,327 /sqft","EM Bypass, Kolkata South",Top Floor,"Eden pearls is one of the most popular destination for buying apartments/ flats in em bypass, kolkata south. You too can be a part of this society by purchasing this 3 bhk flat here. This is a south-West-Facing property. Constructed on a super built up area of 1220 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the top level of a 3 storey building. An adde...",L78831641,"Eden Pearls, EM Bypass, Kolkata South",Eden Pearls,,"['2 Wardrobe', '1 Water Purifier', '5 Light', '1 Modular Kitchen', '1 Chimney']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Recently Renovated', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['Garia Metro Station Rd', 'Ananda Marga Primary School', 'Peerless Hospital', 'State Bank of India']",['Others'],3 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 3 Floors,10+ Year Old,South-West
Bengal Peerless Avidipta Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bengal-peerless-avidipta-phase-2-mukundapur-kolkata-south-1677-sq-ft-spid-T83300950,3 BHK Flat,2.9 Cr,"1,677 sqft",Carpet Area,"17,292 /sqft","Mukundapur, Kolkata","East Facing
Gated Society","The property is based at a very good location (Em bypass). All essentials like hospitals, malls, school is nearby.",T83300950,"Bengal Peerless Avidipta Phase 2, Mukundapur, Kolkata",Bengal Peerless Avidipta Phase 2,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Jyotirindra Nandi Metro Station', 'Metropolis Mall', 'EM Bypass', 'Birla High School', 'Sammilani Mahavidyalaya', 'Rabindra Bharati University']","['Pool,Park/Garden,Club,Main Road,Others']",3 Bedrooms,3 Bathrooms,2 Balconies,,20th   of 46 Floors,0 to 1 Year Old,East
Krittika Apartment A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sheoraphuli-hooghly-840-sq-ft-spid-T82258202,2 BHK Flat,23 Lac,840 sqft,Built-up Area,"2,738 /sqft","Sheoraphuli, Hooghly",North-East Facing,"Residential apartment This is your chance to a 2 bhk apartment / flat for sale in sheoraphuli hooghly . Where luxury comes with affordability. Basic details: You will love this bright and spacious 2 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 1 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and ha...",T82258202,"Krittika Apartment A, Sheoraphuli, Hooghly",,,"['2 Fan', '2 Light']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water Storage']",[],[],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 5 Floors,5 to 10 Year Old,North-East
SGIL Orchid,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sgil-orchid-rajarhat-kolkata-east-1223-sq-ft-r2-spid-D63047426,3 BHK Flat,64 Lac,"1,223 sqft",Super Built-up Area,"5,233 /sqft","Rajarhat, Kolkata",,"Like new since purchase, first owner, south-Facing spacious bedrooms and drawing room, spacious balcony with grill, covered car parking under the building, community hall, society maintained, regular maintenance, tick-Wood frames of all bedroom doors and front door, semifinished kitchen",D63047426,"SGIL Orchid, Rajarhat, Kolkata",SGIL Orchid,,[],"['Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']","['Dakbunglow Shani Kali Mandir', 'Rajarhat Shitala Kali Temple', 'Hanuman Mandir', 'Masjid', 'Kali Mandir', 'Krishna Mandir']","['Park/Garden,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,5 to 10 Year Old,South
Bluechip I Space,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bluechip-i-space-dum-dum-kolkata-north-1245-sq-ft-spid-W83261744,3 BHK Flat,80 Lac,"1,245 sqft",Carpet Area,"6,425 /sqft","Dum Dum, Kolkata",,"With car parking, well maintained, south open, lift facility, 24 hrs water, generator facility, 24 hr security, cctv, Ready to move in one month notice",W83261744,"Bluechip I Space, Dum Dum, Kolkata",Bluechip I Space,,[],"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Kali mandir', 'Manasha Mandir', 'Kali Mandir', 'Kali Temple', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']","['Pool,Park/Garden,Main Road,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,10+ Year Old,South
Bengal Peerless Avidipta Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bengal-peerless-avidipta-phase-2-mukundapur-kolkata-south-2081-sq-ft-spid-S81753818,3 BHK Flat,3.3 Cr,"2,081 sqft",Super Built-up Area,"15,857 /sqft","Mukundapur, Kolkata","Gated Society
Fresh Construction","Tallest tower on em byepass. Mukundapur is a hospital locality with manipal, medica, r n tagore hospitals plus shankara netralaya, netralayam etc. Avidipta 2 is located on the em byepass with metro station right next to it. There is a kotak bank branch as well within the property. Property is on higher floors. Above the 30th floor with full kolkata skyline. You can see the view of kishore bhara...",S81753818,"Bengal Peerless Avidipta Phase 2, Mukundapur, Kolkata",Bengal Peerless Avidipta Phase 2,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Jyotirindra Nandi Metro Station', 'Metropolis Mall', 'EM Bypass', 'Birla High School', 'Sammilani Mahavidyalaya', 'Rabindra Bharati University']",['Main Road'],3 Bedrooms,4 Bathrooms,2 Balconies,,34th   of 46 Floors,0 to 1 Year Old,
Master Orchard Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-master-orchard-estate-madhyamgram-kolkata-north-920-sq-ft-r1-spid-C80517237,2 BHK Flat,39 Lac,920 sqft,Super Built-up Area,"4,239 /sqft","Madhyamgram, Kolkata",North Facing,"Residential apartment This is your chance to a 2 bhk apartment / flat for sale in orchard estate madhyamgram kolkata . Where luxury comes with affordability. Basic details: You will love this bright and spacious 2 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 1 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natur...",C80517237,"Master Orchard Estate, Madhyamgram, Kolkata",Master Orchard Estate,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['City Centre 2 Metro Station', 'Star Mall', 'Doharia AH1 Highway', 'Keshav Academy School', 'Vivekananda College', 'Narayana Hospital']","['Pool,Park/Garden,Club']",2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,Within 6 months,North
Sugam Sudhir,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sugam-sudhir-garia-kolkata-south-1750-sq-ft-r1-spid-E78187797,4 BHK Flat,1.3 Cr,"1,750 sqft",Super Built-up Area,"6,285 /sqft","Garia, Kolkata",,"This 4 bhk flat is located in sugam sudhir, which houses some of the most spacious flats in garia, kolkata south. The flat is over 1750 sq.Ft. Super built up area and comes with 4 bedroom(s), 3 bathrooms and 2 balconies. The property is located on the ground floor of a 7 floors tall building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the pr...",E78187797,"Sugam Sudhir, Garia, Kolkata",Sugam Sudhir,,[],"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']","['Shahid khudiram metro station', 'Kavi nazrul metro station', 'Sitala mandir', 'Gosto Mandir', 'Maa kali temple garia dhalua']",[],4 Bedrooms,3 Bathrooms,2 Balconies,,Ground of 7 Floors,0 to 1 Year Old,South
Unimark Lakewood Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unimark-lakewood-estate-em-bypass-kolkata-south-680-sq-ft-spid-J80357865,2 BHK Flat,86 Lac,680 sqft,Carpet Area,"12,647 /sqft","EM Bypass, Kolkata South",Fresh Construction,The facing is south east and it's on the high rise and it gives scenic beauty from the balcony,J80357865,"Unimark Lakewood Estate, EM Bypass, Kolkata South",Unimark Lakewood Estate,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Mahanayak Uttam Kumar', 'Metropolis Mall', 'Eastren Metropolitan Bypass', 'Shishu Bhawan School', 'Jadavpur University']",['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,,11st   of 18 Floors,0 to 1 Year Old,South-East
